"u","j378","j395","j410","j430","g","j515","r","j660","i","j861","z","GCs"
21.419,21.529,21.586,21.7,21.796,20.867,20.527,19.196,18.761,18.269,17.9,17.802,"0"
20.382,23.418,22.233,21.343,22.712,20.388,19.999,19.023,18.565,17.838,17.479,17.284,"0"
20.381,20.521,20.011,19.701,19.57,19.339,19.159,18.758,18.578,18.44,18.442,18.353,"0"
21.801,21.667,22.815,20.841,21.652,20.383,19.945,19.253,18.999,18.758,18.528,18.519,"0"
20.545,20.41,20.18,19.815,19.6,19.141,18.903,18.594,18.534,18.388,18.365,18.273,"0"
18.031,17.952,17.712,16.881,16.765,16.184,16.047,15.431,15.334,15.152,15.103,15.046,"0"
23.067,22.487,24.929,21.775,21.649,20.823,21.04,20.471,20.485,20.226,20.257,20.188,"0"
19.769,20.117,19.658,18.902,18.584,17.97,17.821,17.052,16.949,16.738,16.654,16.592,"0"
20.773,20.813,20.458,19.549,19.117,18.508,18.357,17.483,17.325,17.147,17.044,16.981,"0"
21.08,20.83,21.584,20.996,21.478,20.834,20.433,21.004,20.532,20.225,20.376,20.251,"0"
21.889,20.624,21.04,20.424,19.8,20.065,20.432,20.113,19.94,20.153,20.086,19.742,"0"
21.167,21.064,20.095,19.283,19.105,18.046,17.82,16.675,16.348,15.822,15.532,15.428,"0"
16.635,16.29,16.241,15.591,15.52,14.993,14.771,14.323,14.225,14.049,13.975,13.915,"0"
21.108,23.203,22.175,21.683,21.378,20.842,21.271,19.83,19.567,19.092,18.755,18.61,"0"
21.713,21.826,22.634,23.936,20.901,20.481,20.218,18.98,18.503,17.708,17.275,17.121,"0"
19.576,20.086,19.664,18.725,18.399,17.809,17.658,16.899,16.789,16.608,16.508,16.451,"0"
22.213,20.625,20.602,20.232,20.218,20.183,20.191,19.828,19.845,19.885,19.697,19.679,"0"
20.099,19.14,18.925,18.373,18.239,17.855,17.738,17.326,17.241,17.138,17.115,17.047,"0"
19.621,20.421,20.015,19.533,19.608,19.006,18.876,18.463,18.418,18.242,18.141,18.119,"0"
19.498,19.069,19.071,18.467,18.498,18.079,17.915,17.581,17.569,17.42,17.375,17.354,"0"
20.534,20.149,19.955,19.037,18.761,18.125,18.021,17.063,16.902,16.652,16.494,16.432,"0"
19.527,19.41,19.081,18.027,17.712,17.034,16.946,16.038,15.908,15.694,15.55,15.505,"0"
20.391,20.817,20.758,19.817,19.968,18.714,18.501,17.354,16.962,16.336,15.988,15.858,"0"
20.163,20.31,20.052,19.758,19.681,19.528,19.443,19.148,19.19,19.179,19.157,19.012,"0"
20.955,22.167,21.939,22.771,22.396,21.541,23.91,21.109,20.603,20.663,20.428,20.166,"0"
20.656,20.49,20.642,19.854,20.004,19.397,19.213,18.897,18.824,18.7,18.728,18.666,"0"
19.856,20.459,21.966,19.883,19.915,19.51,19.186,18.552,18.427,18.175,18.047,17.987,"0"
20.728,21.078,20.498,20.236,20.637,20.105,19.755,19.748,19.616,19.7,19.501,19.63,"0"
22.428,22.198,20.99,21.017,21.329,20.882,20.762,20.902,20.966,20.188,19.966,20.111,"0"
13.408,13.133,13.013,12.546,12.508,12.42,12.112,12.269,11.943,11.981,11.882,12.055,"0"
19.679,19.704,19.792,19.2,19.161,18.795,18.668,18.301,18.253,18.146,18.109,18.083,"0"
19.385,19.3,19.382,18.922,18.781,18.649,18.486,18.294,18.234,18.176,18.242,18.158,"0"
19.537,19.521,19.182,18.818,18.704,18.443,18.233,17.951,17.887,17.791,17.752,17.731,"0"
19.959,20.137,19.524,18.751,18.562,17.471,17.372,16.113,15.857,15.498,15.291,15.207,"0"
16.888,16.595,16.489,16.079,16.024,15.769,15.63,15.4,15.367,15.287,15.295,15.266,"0"
20.189,19.667,19.418,18.844,18.697,18.493,18.314,17.969,17.968,17.825,17.814,17.76,"0"
20.607,21.647,21.914,20.894,21.253,20.678,20.377,20.286,20.071,19.808,19.786,19.803,"0"
16.295,16.108,15.911,15.218,15.124,14.67,14.494,14.09,14.044,13.935,13.912,13.867,"0"
24.672,21.036,21.123,20.799,20.015,19.449,19.677,18.175,17.961,17.669,17.512,17.363,"0"
20.454,20.907,20.489,20.075,19.323,18.515,18.545,17.455,17.293,17.11,16.993,16.914,"0"
20.334,20.938,20.737,20.63,20.812,20.247,20.133,19.793,19.828,19.763,19.649,19.53,"0"
20.378,20.416,20.072,19.577,19.478,19.147,18.957,18.543,18.457,18.404,18.289,18.331,"0"
19.542,20.004,19.933,18.946,18.646,18.098,17.98,17.206,17.075,16.911,16.833,16.745,"0"
21.22,22.412,22.181,23.352,21.447,23.398,21.566,20.979,20.73,20.191,20.402,19.851,"0"
20.847,21.388,20.382,20.53,20.774,20.273,20.146,19.735,19.695,19.705,19.819,19.707,"0"
19.504,19.364,19.102,18.113,18.009,17.285,17.201,16.388,16.264,16.066,15.958,15.914,"0"
21.745,22.562,21.836,22.737,21.268,21.753,21.05,20.569,20.419,20.245,19.974,19.828,"0"
21.276,23.148,24.066,22.917,21.275,20.508,20.328,19.151,18.844,18.438,18.239,18.087,"0"
22.124,21.743,21.372,22.831,21.669,20.234,19.863,18.813,18.621,18.181,17.941,17.847,"0"
19.631,19.358,18.882,17.933,17.675,16.732,16.657,15.499,15.253,14.929,14.737,14.662,"0"
22.667,23.041,21.517,20.403,20.442,19.34,19.261,18.078,17.827,17.535,17.295,17.223,"0"
21.909,21.968,21.195,21.141,22.868,21.033,22.255,19.985,20.273,19.488,19.635,19.343,"0"
14.088,13.766,13.657,13.183,13.125,12.911,12.731,12.726,12.49,12.439,12.432,12.501,"0"
21.737,22.229,21.298,20.664,20.369,19.335,19.253,18.032,17.81,17.402,17.164,17.063,"0"
21.607,22.476,21.302,22.739,21.784,20.738,20.763,19.508,19.178,18.802,18.497,18.354,"0"
22.843,21.315,21.269,21.37,20.666,20.512,20.258,19.77,19.503,19.456,19.279,19.274,"0"
20.375,20.311,20.602,20.652,20.085,20.558,20.767,20.85,20.685,21.636,23.054,21.159,"0"
20.536,20.798,20.588,19.65,19.372,18.473,18.405,17.206,16.991,16.673,16.499,16.41,"0"
19.393,19.166,19.048,18.222,18.232,17.78,17.621,17.143,17.06,16.913,16.881,16.835,"0"
21.824,20.937,20.684,20.228,20.384,19.898,19.645,19.467,19.62,19.481,19.376,19.383,"0"
20.579,23.589,22.154,22.375,22.351,20.981,20.702,19.731,19.582,19.335,19.118,18.98,"0"
19.432,19.89,19.673,18.968,19.016,18.422,18.243,17.802,17.744,17.616,17.574,17.566,"0"
19.395,19.063,19.008,18.547,18.453,18.228,18.063,17.805,17.752,17.687,17.653,17.64,"0"
20.808,22.01,21.636,20.065,19.812,18.834,18.782,17.735,17.604,17.34,17.202,17.155,"0"
21.537,22.733,21.419,21.917,21.573,21.281,21.475,21.061,20.828,21.038,20.556,20.544,"0"
17.233,16.994,16.906,16.292,16.23,15.818,15.653,15.295,15.261,15.143,15.115,15.089,"0"
20.72,22.889,22.563,21.227,21.36,20.618,20.27,19.205,18.704,17.932,17.521,17.381,"0"
20.533,20.391,19.866,19.624,19.559,19.36,19.136,19.026,18.977,18.962,18.894,18.962,"0"
18.493,18.358,18.09,17.236,17.121,16.532,16.388,15.78,15.691,15.486,15.403,15.351,"0"
19.204,19.01,18.823,18.213,18.104,17.796,17.607,17.279,17.248,17.14,17.134,17.097,"0"
14.677,14.444,14.373,13.768,13.716,13.334,13.164,12.962,12.8,12.685,12.671,12.658,"0"
18.343,17.976,17.973,17.391,17.307,16.989,16.818,16.486,16.451,16.344,16.323,16.279,"0"
21.364,21.795,23.504,22.232,21.265,20.953,21.996,20.274,19.877,19.548,19.287,19.181,"0"
22.201,21.182,22.812,23.67,20.944,20.543,20.361,19.025,18.652,18.299,17.999,17.906,"0"
21.609,20.868,20.284,19.663,19.226,18.379,18.203,16.97,16.634,16.203,15.935,15.833,"0"
18.043,17.757,17.706,17.163,17.151,16.821,16.661,16.37,16.324,16.247,16.243,16.214,"0"
20.796,20.779,20.241,19.237,18.9,18.193,18.09,17.26,17.122,16.927,16.842,16.733,"0"
16.164,15.943,15.832,15.2,15.144,14.757,14.591,14.259,14.206,14.091,14.089,14.05,"0"
20.374,21.603,21.516,22.876,20.585,20.361,20.112,18.952,18.713,18.395,18.169,18.108,"0"
20.727,20.444,20.301,19.821,19.681,19.652,19.451,19.199,19.355,19.154,19.31,19.253,"0"
21.275,21.184,20.851,20.834,20.901,19.449,19.24,18.08,17.656,16.99,16.611,16.502,"0"
22.345,23.967,22.267,21.116,21.325,20.707,20.386,19.366,18.967,18.059,17.604,17.441,"0"
19.637,18.973,18.675,18,17.847,17.282,17.098,16.599,16.51,16.39,16.347,16.299,"0"
20.228,21.544,21.231,21.177,20.228,19.765,19.504,18.317,17.972,17.494,17.154,17.105,"0"
18.811,18.967,18.851,18.023,17.896,17.298,17.172,16.603,16.498,16.357,16.281,16.231,"0"
18.759,18.608,18.358,17.548,17.362,16.602,16.456,15.587,15.405,15.129,14.967,14.895,"0"
24.428,21.868,21.573,22.031,20.616,20.138,20.108,19.224,19.14,18.922,18.891,18.727,"0"
17.847,17.774,17.372,16.435,16.167,15.452,15.325,14.498,14.37,14.173,14.072,14.014,"0"
20.109,21.582,21.074,21.143,20.857,19.837,19.693,18.713,18.55,18.29,18.093,18.029,"0"
20.729,21.127,20.448,19.607,19.321,18.523,18.455,17.544,17.366,17.161,17.023,16.978,"0"
18.972,19.096,18.821,18.366,18.408,18.139,18.001,17.798,17.804,17.696,17.766,17.697,"0"
21.763,20.424,20.361,19.666,19.764,19.173,19.123,18.675,18.568,18.431,18.425,18.331,"0"
20.672,20.459,22.417,20.616,20.327,20.882,20.533,20.514,20.228,20.32,20.17,20.064,"0"
20.82,21.431,20.568,19.65,19.167,18.236,18.141,16.877,16.638,16.264,16.041,15.956,"0"
21.341,20.882,21.126,19.653,19.804,18.599,18.457,17.24,16.983,16.591,16.351,16.284,"0"
16.191,16.011,15.812,15.164,15.102,14.671,14.482,14.125,14.085,13.979,13.969,13.932,"0"
21.013,20.919,24.705,22.501,21.28,22.207,22.055,20.812,20.898,20.531,20.969,20.332,"0"
17.687,17.407,17.299,16.778,16.777,16.392,16.23,15.912,15.867,15.728,15.721,15.709,"0"
20.726,20.89,20.788,19.718,19.763,19.303,19.251,18.684,18.553,18.439,18.379,18.403,"0"
19.152,18.959,18.817,18.206,18.081,17.659,17.482,17.107,17.059,16.928,16.881,16.858,"0"
18.264,18.134,17.862,16.784,16.52,15.746,15.699,14.739,14.571,14.333,14.21,14.146,"0"
19.418,19.348,19.515,18.968,19.006,18.575,18.367,18.051,18.051,17.915,17.901,17.909,"0"
15.528,15.379,14.98,14.114,13.822,13.119,12.867,12.546,12.155,12.101,11.895,12.055,"0"
19.54,19.416,19.096,18.153,17.873,16.917,16.836,15.673,15.439,15.113,14.914,14.837,"0"
24.121,23.106,22.082,20.18,20.054,18.928,18.901,17.802,17.592,17.322,17.218,17.127,"0"
20.392,20.875,20.395,19.551,19.198,18.12,17.945,16.769,16.369,15.84,15.51,15.421,"0"
20.222,21.067,21.29,20.904,20.449,20.915,20.728,20.406,20.452,20.414,20.029,20.408,"0"
15.665,15.483,15.185,14.519,14.391,13.942,13.756,13.345,13.311,13.204,13.188,13.155,"0"
20.274,21.92,20.813,21.383,21.649,21.193,21.056,19.751,19.381,18.403,17.963,17.796,"0"
21.156,22.096,21.722,22.633,21.396,21.463,21.788,20.041,19.711,19.072,18.615,18.53,"0"
21.162,24.943,20.798,21.89,21.794,21.076,21.05,19.593,19.283,18.71,18.287,18.221,"0"
16.018,15.683,15.603,15.08,15.017,14.695,14.54,14.253,14.22,14.111,14.108,14.079,"0"
21.981,21.571,20.962,19.906,19.668,18.706,18.668,17.569,17.391,17.076,16.889,16.833,"0"
21.079,19.645,19.271,18.285,17.973,17.069,16.991,15.855,15.638,15.334,15.165,15.083,"0"
20.877,20.9,20.828,20.121,19.85,19.249,19.028,18.261,18.172,17.953,17.832,17.753,"0"
22.41,21.805,21.669,21.568,21.625,20.769,21.146,19.38,19.065,18.438,18.081,17.994,"0"
19.95,21.955,21.088,20.22,19.976,18.963,18.912,17.718,17.471,17.185,17.024,16.937,"0"
18.192,18.332,17.988,17.083,16.935,16.351,16.237,15.599,15.511,15.357,15.287,15.248,"0"
24.681,22.166,21.991,21.336,20.47,20.281,19.989,18.778,18.485,18.08,17.86,17.722,"0"
20.739,22.301,21.665,20.64,20.81,19.154,18.994,17.833,17.476,16.897,16.607,16.486,"0"
20.426,22.121,20.668,20.52,20.423,19.606,19.412,18.583,18.489,18.196,18.041,17.977,"0"
23.646,22.661,21.374,20.97,20.539,20.298,19.955,19.205,19.075,18.95,18.713,18.642,"0"
21.666,21.237,20.674,19.405,20.91,20.124,19.867,20.225,20.314,20.13,19.656,19.56,"0"
21.107,21.888,21.24,20.616,21.731,19.184,18.864,17.746,17.171,15.86,15.28,15.024,"0"
17.713,17.323,17.024,16.209,16.1,15.011,14.807,13.726,13.32,12.614,12.241,12.254,"0"
20.36,20.865,20.323,19.382,19,18.331,18.243,17.333,17.152,16.939,16.789,16.734,"0"
19.133,19.18,19.063,18.966,19.356,19.033,19.03,18.878,18.91,18.968,18.951,18.95,"0"
19.38,19.326,19.139,18.178,18.055,17.448,17.317,16.61,16.508,16.348,16.29,16.248,"0"
20.777,20.597,20.041,19,18.746,17.704,17.608,16.418,16.183,15.819,15.611,15.518,"0"
19.328,19.037,18.821,18.561,18.497,18.284,18.169,17.884,17.85,17.696,17.712,17.652,"0"
18.217,18.078,17.955,17.306,17.251,16.817,16.628,16.195,16.119,15.955,15.904,15.854,"0"
21.865,21.805,22.454,23.422,21.266,20.635,20.691,19.345,19.055,18.57,18.319,18.307,"0"
22.282,21.669,21.601,22.259,20.781,20.05,19.952,18.774,18.445,18.019,17.802,17.721,"0"
19.549,19.486,19.497,18.974,18.762,18.598,18.478,18.144,18.093,17.995,17.971,17.959,"0"
18.507,18.454,18.502,17.792,17.84,17.395,17.203,16.885,16.851,16.723,16.719,16.665,"0"
21.277,24.257,21.144,21.391,20.759,21.063,20.544,20.883,20.82,20.783,20.626,21.013,"0"
19.71,20.598,20.317,20.5,20.534,20.538,20.921,20.872,22.083,21.999,21.228,21.602,"0"
18.931,18.879,18.649,18.419,18.346,18.107,17.946,17.667,17.656,17.565,17.544,17.504,"0"
23.16,21.205,20.931,21.977,21.508,22.516,22.317,21.063,20.576,20.013,19.829,19.622,"0"
20.063,21.191,20.244,20.094,19.782,19.506,19.382,19.102,19.008,18.959,18.891,18.968,"0"
19.375,19.186,18.82,17.825,17.471,16.575,16.494,15.362,15.183,14.862,14.744,14.68,"0"
20.594,20.668,20.361,20.033,20.047,20.023,19.686,19.672,19.777,19.484,19.42,19.489,"0"
17.935,17.809,17.589,16.807,16.691,16.1,15.915,15.333,15.232,15.045,14.96,14.916,"0"
20.178,20.005,19.436,18.608,18.396,17.792,17.562,16.943,16.869,16.623,16.534,16.585,"0"
14.857,14.648,14.421,13.781,13.677,13.281,13.096,12.867,12.717,12.627,12.629,12.62,"0"
18.674,18.762,18.308,17.534,17.346,16.719,16.548,15.919,15.823,15.656,15.601,15.543,"0"
19.88,20.427,19.952,19.574,19.748,19.224,18.963,18.559,18.487,18.308,18.285,18.238,"1"
21.812,21.3,21.586,20.793,20.684,20.607,20.477,20.191,20.253,20.037,19.876,19.735,"0"
16.668,16.341,16.245,15.819,15.756,15.495,15.344,15.083,15.07,14.971,14.957,14.94,"0"
17.762,17.751,17.65,16.956,16.91,16.416,16.246,15.842,15.765,15.625,15.593,15.566,"0"
15.687,15.603,15.36,14.569,14.455,13.924,13.744,13.251,13.168,13.024,12.99,12.947,"0"
20.867,19.656,19.332,18.415,18.161,17.064,16.9,15.713,15.37,14.893,14.61,14.507,"0"
23.997,22.429,23.127,20.548,20.673,20.279,20.488,19.048,19.056,18.703,18.571,18.492,"0"
19.355,19.385,19.199,18.437,18.285,17.864,17.695,17.166,17.11,16.949,16.895,16.856,"0"
19.854,19.709,19.552,19.455,19.196,19.157,18.901,18.684,18.67,18.552,18.534,18.544,"0"
19.937,19.538,19.144,19.143,19.177,18.853,18.809,18.482,18.488,18.341,18.235,18.302,"0"
17.888,17.879,17.475,16.657,16.502,15.929,15.798,15.187,15.111,14.972,14.913,14.88,"0"
19.323,20.882,19.475,20.009,20.348,20.819,20.824,20.321,20.44,20.078,19.72,20.473,"0"
19.506,19.642,19.571,18.839,18.794,18.458,18.221,17.787,17.689,17.506,17.421,17.352,"0"
21.252,21.547,21.453,20.407,20.833,19.242,19.174,17.892,17.595,17.172,16.915,16.807,"0"
20.566,20.138,20.072,19.491,19.405,19.155,19.065,18.695,18.65,18.576,18.558,18.548,"0"
16.014,15.719,15.591,15.154,15.079,14.812,14.659,14.403,14.361,14.266,14.275,14.257,"0"
15.992,15.74,15.626,15.061,15.013,14.665,14.49,14.199,14.179,14.078,14.08,14.044,"0"
21.652,21.586,23.07,20.943,20.084,19.727,19.577,18.919,18.81,18.571,18.462,18.409,"0"
20.097,20.244,20.207,19.35,19.358,18.621,18.446,17.802,17.658,17.469,17.393,17.321,"0"
18.548,18.386,18.347,17.718,17.687,17.324,17.16,16.845,16.838,16.758,16.771,16.717,"0"
21.452,22.387,21.356,19.721,19.485,18.782,18.811,17.719,17.544,17.299,17.175,17.094,"0"
21.043,20.306,20.219,19.757,19.824,19.324,19.183,18.849,18.823,18.638,18.668,18.582,"0"
20.695,21.89,20.593,19.848,19.787,19.442,19.42,18.971,18.856,18.826,18.735,18.768,"0"
21.596,21.146,21.387,21.104,20.744,19.697,19.529,18.259,17.886,17.366,17.011,16.936,"0"
19.284,19.463,19.018,18.027,17.773,17.045,16.914,16.053,15.909,15.694,15.601,15.52,"0"
21.604,22.064,21.328,21.46,21.414,22.942,21.453,20.64,20.563,19.272,18.683,18.559,"0"
20.567,21.55,21.055,20.841,20.364,19.526,19.283,18.141,17.793,17.286,16.962,16.88,"0"
20.614,20.398,20.571,20.464,20.141,20.202,20.238,19.843,20.051,19.89,19.636,19.875,"0"
20.784,20.435,21.534,20.168,19.898,19.906,19.731,19.563,19.439,19.253,19.466,19.218,"0"
20.604,20.289,19.955,20.063,19.98,19.999,19.771,19.597,19.759,19.666,19.731,19.498,"0"
20.303,21.448,20.582,19.393,19.061,18.471,18.464,17.504,17.352,17.097,16.972,16.913,"0"
21.33,21.186,21.247,21.385,22.127,19.771,19.423,18.325,17.71,16.55,15.963,15.722,"0"
19.722,19.404,19.123,18.266,18.124,17.523,17.325,16.764,16.651,16.48,16.4,16.36,"0"
21.226,24.147,21.237,21.367,21.085,20.004,19.827,18.7,18.263,17.544,17.102,16.989,"0"
18.838,18.608,18.372,17.597,17.517,17.043,16.848,16.415,16.34,16.196,16.143,16.116,"0"
20.841,22.011,20.619,20.303,20.115,19.886,19.52,19.41,19.351,19.202,19.085,19.169,"0"
21.745,21.909,21.327,21.649,21.629,21.181,21.439,20.945,21.059,21.119,20.665,22.588,"0"
21.009,21.354,20.683,20.484,20.59,20.18,20.102,19.473,19.407,19.214,19.109,18.987,"0"
19.735,19.635,19.355,18.277,18.014,17.228,17.187,16.179,16.036,15.816,15.676,15.625,"0"
17.234,17.117,16.917,16.217,16.15,15.663,15.474,15.048,14.992,14.864,14.818,14.786,"0"
20.249,20.317,19.984,20.11,19.48,19.525,19.425,19.145,19.173,18.906,19.005,19.015,"0"
20.562,20.601,20.447,20.083,19.328,18.724,18.648,17.569,17.375,17.051,16.853,16.781,"0"
24.898,21.884,22.154,20.156,19.855,18.726,18.54,17.347,16.821,16.157,15.727,15.602,"0"
20.317,20.419,20.508,20.153,20.082,19.955,19.73,19.592,19.595,19.379,19.635,19.524,"0"
20.069,20.326,20.767,20.007,20.054,19.679,19.288,19.093,19.15,18.88,18.819,18.87,"0"
22.032,20.02,19.436,18.681,18.522,17.379,17.092,16.043,15.589,14.821,14.426,14.284,"0"
17.151,16.951,16.817,16.142,16.086,15.619,15.431,15.043,14.974,14.833,14.801,14.773,"0"
18.585,18.627,18.221,17.471,17.361,16.796,16.6,16.089,16.021,15.86,15.802,15.752,"0"
16.418,16.239,15.898,14.948,14.64,13.699,13.606,12.715,12.265,12.091,11.817,11.995,"0"
19.641,19.015,19.058,18.589,18.451,18.282,18.165,17.892,17.837,17.758,17.696,17.709,"0"
19.081,18.739,18.474,17.672,17.403,16.346,16.156,15.002,14.647,14.115,13.805,13.708,"0"
19.93,20.809,20.242,19.873,19.876,19.665,19.474,19.197,19.201,19.009,19.082,18.988,"0"
21.75,21.228,22.213,20.59,20.179,19.284,19.077,17.847,17.59,17.119,16.832,16.739,"0"
21.117,20.377,20.64,20.17,20.028,19.687,19.593,19.192,19.232,19.052,19.024,19.043,"0"
17.753,17.565,17.488,16.776,16.729,16.237,16.08,15.635,15.563,15.418,15.371,15.32,"0"
22.377,22.733,24.621,21.83,21.543,22.07,21.487,20.258,19.699,19.385,19.09,18.902,"0"
21.964,22.186,24.401,22.454,21.28,21.202,20.521,20.664,20.904,20.632,20.622,20.51,"0"
20.874,21.414,22.09,22.268,21.18,21.376,21.68,20.701,21.105,20.441,20.573,20.949,"0"
20.8,22.175,21.283,23.876,21.498,20.736,20.63,20.061,19.768,19.529,19.385,19.38,"0"
18.368,18.219,18.177,17.451,17.348,16.923,16.745,16.351,16.311,16.18,16.166,16.126,"0"
20.304,19.54,19.584,19.232,19.224,18.952,18.745,18.569,18.545,18.409,18.49,18.378,"0"
21.08,22.524,22.272,20.991,20.357,19.428,19.252,18.124,17.796,17.249,16.967,16.833,"0"
20.274,20.529,20.115,19.201,19.038,18.882,18.595,18.27,18.167,18.074,18.006,17.988,"0"
17.107,16.896,16.792,16.15,16.108,15.661,15.493,15.106,15.036,14.911,14.886,14.847,"0"
19.971,20.12,20.151,19.428,19.229,18.998,18.901,18.596,18.552,18.455,18.318,18.357,"0"
20.752,21.436,21.015,20.207,19.845,18.83,18.639,17.414,17.052,16.487,16.148,16.032,"0"
20.313,20.544,20.196,19.514,19.301,19.018,18.799,18.442,18.474,18.261,18.307,18.222,"0"
18.544,18.588,18.154,17.268,17.048,16.26,16.141,15.277,15.134,14.88,14.757,14.691,"0"
16.612,16.443,16.3,15.679,15.569,15.211,15.029,14.692,14.632,14.509,14.512,14.49,"0"
20.519,21.882,21.823,21.652,22.254,20.668,20.62,19.388,18.95,18.019,17.513,17.319,"0"
21.735,24.128,20.536,20.045,19.741,18.599,18.425,17.227,16.856,16.391,16.101,16.003,"0"
20.148,19.904,19.657,19.621,19.842,19.424,19.599,19.536,19.442,19.361,19.439,19.128,"0"
21.58,21.229,21.194,21.017,20.689,20.6,20.267,20.225,20.104,19.96,19.923,19.86,"0"
19.852,19.714,19.754,19.21,19.337,18.757,18.528,18.117,18.113,17.929,17.86,17.898,"0"
19.959,20.997,20.386,19.871,19.815,19.348,19.163,18.689,18.667,18.44,18.445,18.318,"0"
21.199,19.81,19.765,18.643,18.271,17.52,17.444,16.454,16.287,16.049,15.922,15.859,"0"
16.051,15.842,15.743,15.012,14.952,14.464,14.274,13.834,13.769,13.617,13.57,13.524,"0"
21.348,22.862,22.192,21.826,22.333,21.443,20.994,21.222,20.995,20.779,20.53,21.12,"0"
21.696,21.521,22.371,23.096,22.445,22.371,21.842,20.253,19.826,18.913,18.468,18.211,"0"
20.343,24.169,21.46,21.071,24.791,21.482,21.027,20.52,20.604,20.265,20.085,19.977,"0"
18.52,18.538,18.379,17.608,17.517,17.023,16.842,16.391,16.319,16.169,16.111,16.089,"0"
20.942,21.499,20.795,20.405,20.627,19.117,19.146,17.815,17.554,17.148,16.93,16.843,"0"
22.113,21.096,22.387,22.483,21.46,21.843,21.512,20.545,19.989,19.24,18.866,18.564,"0"
18.89,18.535,18.417,17.8,17.748,17.291,17.141,16.749,16.694,16.557,16.53,16.483,"0"
20.196,20.444,21.059,20.35,20.726,20.348,20.115,20.123,20.096,19.975,19.849,19.896,"0"
17.764,17.498,17.381,16.839,16.752,16.397,16.232,15.925,15.889,15.769,15.755,15.736,"0"
20.715,21.656,21.56,22.038,21.342,20.949,20.371,20.471,20.423,20.016,20.327,19.907,"0"
17.958,17.722,17.625,17.24,17.222,16.91,16.738,16.453,16.406,16.279,16.233,16.209,"0"
21.337,23.749,22.046,21.483,21.365,20.228,20.024,19.119,18.815,18.656,18.518,18.465,"0"
23.575,22.282,21.217,20.699,20.298,20.336,20.399,19.91,19.981,19.807,19.651,19.779,"0"
20.054,21.287,20.114,19.708,20.08,19.332,19.084,18.598,18.617,18.383,18.301,18.301,"0"
15.769,15.861,15.895,15.718,15.782,15.822,15.854,16.185,16.426,16.531,16.789,16.82,"0"
20.094,19.095,18.957,18.534,18.682,18.165,18.037,17.662,17.589,17.468,17.446,17.413,"0"
16.386,16.291,16.031,15.244,15.122,14.574,14.386,13.878,13.791,13.636,13.576,13.531,"0"
19.2,19.249,18.94,18.211,18.135,17.637,17.447,17.004,16.936,16.807,16.773,16.741,"0"
16.141,15.984,15.675,15.007,14.865,14.362,14.176,13.719,13.649,13.519,13.492,13.453,"0"
21.306,20.231,20.063,19.884,20.119,19.798,19.53,19.407,19.485,19.253,19.375,19.139,"0"
16.672,16.635,16.315,15.433,15.262,14.661,14.53,13.904,13.819,13.671,13.613,13.566,"0"
16.269,16.037,15.968,15.271,15.218,14.792,14.638,14.287,14.221,14.107,14.094,14.053,"0"
20.611,20.44,20.908,20.395,20.827,20.128,20.113,19.828,20.129,19.659,19.9,19.672,"0"
20.943,20.767,20.623,20.033,20.153,19.338,19.222,18.688,18.566,18.464,18.293,18.292,"0"
20.376,20.788,20.037,19.111,18.942,18.328,18.161,17.481,17.355,17.177,17.136,17.059,"0"
19.467,19.334,19.06,18.273,18.195,17.596,17.444,16.878,16.787,16.611,16.541,16.505,"0"
20.93,21.588,21.607,20.717,20.344,19.337,19.25,17.955,17.681,17.275,17.005,16.935,"0"
20.993,21.37,20.194,19.639,19.303,18.494,18.383,17.38,17.24,16.948,16.811,16.761,"0"
20.537,22.018,21.929,20.936,21.246,20.414,20.423,19.435,19.325,19.037,18.805,18.83,"0"
